id,count
1783,1008
18744,1007
18903,1004
20246,1004
18338,1001
9677,999
10670,997
12308,995
7867,994
5650,993
1047,992
17833,988
21033,987
20758,983
9373,982
4772,976
7722,976
13264,973
12288,973
22349,969
17639,969
15470,968
19128,967
9514,967
18078,967
13252,962
15878,961
3705,958
3649,953
2897,952
9074,947
13053,941
10503,940
3469,939
14451,939
18886,939
5953,939
3451,938
15475,936
21740,936
4760,936
11683,934
1205,934
8443,933
11834,932
15239,930
19877,929
2461,926
12648,925
21325,924
17148,924
4097,924
9255,923
20976,923
17633,920
13543,920
14777,919
6608,916
13434,915
11149,914
18701,914
7558,914
8910,913
11966,913
6940,912
14778,910
4434,909
7198,909
22248,909
7080,907
4225,905
10129,903
1691,903
5029,902
14981,901
5503,899
2284,898
13122,897
5280,895
19053,893
11003,892
11846,891
14213,891
9910,891
5777,891
11710,890
8629,886
22109,886
2644,886
14502,883
5495,883
13555,882
13426,882
5580,882
2078,882
16258,882
9138,881
12704,879
945,873
5896,871
3606,871
6562,869
14996,869
5577,865
13478,862
18054,860
15263,858
13915,857
8691,854
1443,854
2890,853
3862,852
9949,852
4737,851
17848,851
22230,848
14109,847
14608,847
8002,846
9562,844
9284,844
16431,844
7860,843
6318,843
15468,843
12812,842
16337,842
16186,840
21144,839
15151,839
8896,838
21088,837
1303,836
16028,835
21863,835
19086,834
22057,834
11560,834
10043,832
5636,830
3223,830
14804,828
9968,826
20499,826
8335,825
12740,824
11140,823
21838,822
12833,822
21764,821
17866,821
14591,821
238,820
2278,818
1025,815
977,814
15208,813
8745,812
19388,811
11408,811
20699,810
11209,809
11432,809
1573,808
8486,807
3081,806
11514,805
212,804
17194,804
12654,803
4283,802
16602,801
11842,799
14209,799
10544,797
15612,796
3342,795
664,794
4825,794
9059,794
6618,793
18714,791
19602,789
12496,789
18935,788
20024,787
3809,786
16277,785
13908,784
18995,783
19649,781
9359,781
5948,780
20493,779
16106,777
6086,775
12300,774
7833,774
20153,774
17695,774
19292,773
12450,772
10707,771
9829,768
20441,768
2767,766
19137,765
11401,764
20414,763
9761,762
14680,762
14192,760
8993,760
22398,760
21663,760
4062,759
10814,758
12666,756
22317,755
3334,755
18126,755
19989,755
14439,754
18573,754
11079,754
11043,753
13899,752
20027,752
6551,751
560,749
3839,749
5049,747
16408,746
15830,746
20620,745
3965,744
11112,743
15970,743
21671,743
19844,743
9262,742
15506,741
8045,740
13300,739
11118,739
11546,739
12872,739
5469,738
8712,737
12548,737
6290,737
7750,737
16746,737
13175,736
5496,733
5755,733
1181,733
9342,732
19623,732
13003,730
21570,730
614,730
14791,729
2825,729
4071,728
11376,728
15742,727
12394,725
1330,724
11166,723
6041,723
20992,722
2684,720
20692,720
7195,720
8299,718
9678,718
9957,718
8360,717
6980,717
17592,716
19384,713
19891,712
12993,712
13098,711
18146,711
4204,711
9149,711
9934,711
14335,709
7057,709
10785,708
2664,707
16721,706
12645,706
6331,705
16175,705
18482,705
10666,704
8348,704
4689,704
21512,704
9330,703
11005,703
13645,702
4560,702
22330,701
6222,701
13602,699
13396,699
10047,699
17671,698
6361,697
17258,697
2974,697
840,696
6666,693
13104,693
17065,691
21212,691
9263,689
3066,689
16608,688
20165,687
4672,686
13966,686
21810,685
18678,685
10344,685
10912,684
7442,684
937,684
2886,684
16151,683
21277,680
12106,679
7095,679
10391,679
15159,678
10235,678
8329,676
5149,675
5132,675
1094,675
1243,674
2110,673
16128,673
1901,672
17581,671
369,670
15481,669
14718,668
3677,668
18170,668
11347,667
3608,667
10005,667
18153,667
9104,666
2488,665
1779,664
4484,664
17437,663
6202,662
18677,660
173,660
7166,658
16203,657
20248,657
7298,657
10530,655
13309,655
8255,655
9939,655
21323,655
22385,654
9817,654
15096,654
9379,653
7093,651
16880,651
95,650
8517,650
13327,650
16565,649
19539,649
13418,648
4232,647
10789,646
2025,646
20387,646
19889,644
666,643
8367,642
14585,642
13862,641
14082,641
9987,641
19272,640
10828,639
6625,639
8837,639
12929,637
14746,637
5923,635
1431,634
106,633
3973,633
4440,632
2323,632
20046,632
12730,631
732,630
6959,630
16290,630
6818,628
11062,628
21860,628
4187,627
13791,627
10395,627
19922,627
20900,627
2337,627
8734,626
22252,625
11387,625
17460,624
19691,623
1209,622
7165,622
17502,620
8218,620
1823,620
16226,619
18746,619
8243,618
17274,617
407,616
9109,616
3270,615
14790,615
3870,614
1689,614
4382,614
3892,614
12512,613
12874,612
14471,611
19476,610
12458,610
16032,610
8855,609
12243,609
8434,606
2018,606
20337,606
4112,605
5228,604
17252,604
17783,604
17299,604
1503,604
13690,602
3972,602
14207,601
15788,600
897,599
2224,598
1401,598
16015,597
14802,597
18805,597
3896,597
5897,597
8524,597
15177,596
19876,595
13737,595
17214,595
17510,594
22435,594
1803,594
20879,594
14815,594
3798,594
367,593
13494,593
11363,593
4423,592
1041,591
20636,591
21926,591
9972,591
927,591
9273,591
5451,591
12269,591
6444,590
4373,590
1969,589
22316,589
11833,589
9394,588
10017,588
16036,588
21759,587
14493,587
20277,586
5821,586
12143,586
17354,585
22041,585
2420,584
7694,583
17376,583
18454,583
21856,582
9706,582
15488,582
10318,581
11324,580
4483,580
15713,580
18221,579
21315,579
20625,579
3678,579
5388,578
18448,577
3911,577
7945,577
18062,577
9663,577
1279,576
21921,576
20760,575
8169,575
2051,574
20547,574
7041,573
3533,573
15090,573
3423,572
12017,572
8395,572
19632,571
16805,571
1017,571
13206,570
4235,570
18991,570
15928,568
14622,567
15649,567
9905,567
20990,567
2043,566
6218,565
10562,565
9843,564
15839,563
8749,563
12980,563
2673,562
9035,562
15317,562
20660,562
14049,562
12175,561
6129,560
22374,560
321,560
16799,560
8718,560
18289,560
1458,559
7412,559
2719,559
4650,558
3290,558
4153,558
1964,557
9165,557
7269,557
17535,557
14106,556
12254,556
3370,556
3497,556
4372,555
12283,555
15560,555
20444,554
20067,554
13079,554
21975,553
10205,552
1665,552
6581,552
4786,552
14605,552
15300,552
7320,551
7157,550
8999,550
5655,550
2710,549
326,548
3084,548
2566,548
17220,546
12587,546
8286,545
21168,545
11472,545
10973,543
11797,543
2676,543
307,542
10262,540
7422,540
16085,540
19645,540
9645,540
5623,539
20902,539
17818,538
16188,537
4,536
20152,536
19252,535
7379,535
16688,535
16520,535
6342,535
6373,535
6264,534
1602,534
9528,534
16777,533
1761,533
12459,533
14379,533
2244,532
19507,531
11449,531
17545,531
14161,530
20983,529
10967,528
12097,527
2922,526
613,526
6696,526
20173,525
18553,524
5325,524
7248,524
14128,523
9641,523
19777,522
20042,522
2805,522
2214,521
13719,520
12135,520
6603,520
4429,520
3252,518
12869,518
3319,516
21280,516
7475,516
3996,515
8514,515
20924,515
18368,514
3491,513
10685,513
8153,513
16308,512
6175,512
14633,512
15592,512
4969,511
12911,510
16557,509
11231,509
11553,507
11199,507
22173,507
13441,507
2040,506
19368,506
17480,506
6100,502
20445,502
20510,502
8505,502
8540,501
3077,501
13211,501
17079,500
5951,500
14095,500
10105,499
19111,498
15385,498
19225,498
12160,497
20093,497
18015,496
15969,496
4720,496
3484,495
18850,495
356,494
9651,494
18527,493
17321,493
12249,493
7926,493
6422,493
1917,492
4378,492
4743,492
5848,491
6151,491
9235,491
7767,491
15283,491
5187,490
14219,490
3328,490
8770,490
13582,490
5011,490
10117,488
6823,488
11617,487
9807,487
16071,486
4540,486
16741,485
10040,485
19499,485
10396,484
10672,483
9222,483
8669,483
14257,483
3732,482
13742,482
7827,481
4159,481
7295,481
2605,481
536,481
21025,481
4064,481
21614,480
18949,480
4648,479
14,479
1049,479
22080,479
14344,478
20465,476
9367,476
14723,475
16210,475
16124,475
8389,474
701,474
1316,473
15961,473
8788,473
7917,472
6349,471
21375,471
7670,470
4670,470
4302,469
18529,468
19767,467
20279,467
12446,467
4477,465
13020,465
7473,465
9019,464
6703,464
2759,464
15512,464
20521,464
22023,464
4906,463
10142,463
14623,463
1535,462
18581,461
8151,461
17821,461
20780,461
3679,461
8516,461
15745,461
1501,459
22228,459
14166,459
12155,458
18782,458
13932,458
15884,456
10749,456
14071,456
8827,456
10553,456
3951,454
296,453
3691,453
10614,453
1494,453
11480,452
16938,452
5439,451
4075,451
3821,450
8336,450
15416,450
11544,450
9625,449
21811,448
15364,448
13134,448
7550,448
20495,447
18056,447
5778,446
3956,446
4063,445
7026,444
4792,444
709,444
18207,443
12513,443
2738,443
4118,443
6721,442
20682,442
5945,442
7196,442
12150,442
9561,442
11609,441
7796,440
13267,440
8508,440
12485,440
2824,439
2732,438
10528,438
3241,438
20820,437
15026,437
16545,437
14409,437
6766,436
19135,436
567,436
4471,435
21475,435
16103,435
3040,434
4420,434
16508,433
2059,433
2822,433
5285,433
18534,432
19200,432
10586,432
8763,432
20080,431
16618,431
12490,431
1960,430
9681,430
16139,429
7634,429
12917,429
8267,428
18359,428
88,428
5110,428
992,428
3891,427
5947,426
4579,426
19027,426
10208,426
6018,426
6320,426
6597,426
2081,426
17977,426
13368,426
2239,426
17620,425
4755,425
176,425
8152,424
21013,424
6116,424
16639,424
10202,424
13922,424
196,423
17691,423
14824,422
4022,422
11315,421
8312,421
9744,421
9456,421
2416,421
7355,421
11318,420
9034,419
5237,419
5943,419
935,419
7091,419
2812,418
10104,418
339,418
8961,418
14562,417
11746,417
14168,417
5382,417
405,416
20514,415
3783,415
17941,415
9571,415
6993,415
127,414
20931,414
19702,413
15535,413
9279,413
1694,412
20214,412
14710,412
19432,411
12674,410
2869,410
1466,410
7086,410
7653,409
15717,409
5699,409
15567,409
16072,409
9188,408
4042,408
12524,408
8381,408
364,407
13232,407
20624,407
9974,407
8579,407
3434,407
4192,406
3520,406
13595,406
14770,406
13503,405
20162,405
10370,405
16464,404
5122,404
17172,404
14966,404
1600,403
15645,403
20597,402
5361,402
20937,401
5977,401
6133,400
14476,400
11557,400
15957,399
9784,399
10843,399
19780,399
4843,399
6490,399
16322,398
11911,398
8498,398
17062,398
5373,397
7078,397
15909,397
802,397
17163,397
8894,397
11687,396
4615,396
3669,395
15537,395
7427,395
7408,394
9515,394
1903,394
1531,393
6396,393
17994,391
18393,391
8879,391
16997,391
18270,390
1282,390
7388,390
17197,389
20481,389
17357,389
15046,388
15867,388
8903,388
2604,388
14169,388
5700,388
22280,387
8531,387
8327,387
7222,387
22460,386
19022,386
10648,386
2405,386
21196,386
9566,386
17171,386
3885,385
2744,385
9128,384
1959,384
4188,383
5215,383
19841,383
10887,383
3265,383
12286,382
12032,382
767,382
7502,381
18994,381
10574,381
8067,381
4671,380
10554,380
18673,380
13598,379
1733,379
16283,379
5975,379
20744,378
4016,378
10717,378
15425,377
4542,377
6843,377
19133,377
15948,377
3175,376
10769,376
16428,376
21928,376
10246,375
6473,375
18277,375
7873,375
375,375
11004,375
15632,374
4437,374
6420,374
13551,373
113,373
15419,373
12518,373
159,373
9260,373
17190,372
8026,372
7208,372
20013,372
14677,372
12579,372
8263,372
8601,372
12589,371
8302,371
12276,371
20314,370
2075,370
5464,370
6125,370
5799,369
12749,369
12774,369
20568,369
21894,369
18355,369
1701,369
9986,369
12334,368
6173,368
21110,368
11677,368
4909,368
12609,368
19551,368
17685,368
10959,367
2983,367
21684,367
10579,367
11179,367
21961,367
2378,366
14546,366
14016,366
18,366
19703,365
16467,365
8765,364
7785,364
101,364
10947,364
5844,363
11992,363
13649,363
12641,363
4494,362
10261,362
15448,362
13929,362
16787,361
14199,361
1103,361
14898,361
21555,361
12900,361
10418,360
20811,360
6137,360
19837,359
8537,359
11704,359
17536,359
4461,359
12272,358
14260,358
10886,358
5808,358
12050,358
17791,358
9519,358
6313,357
15690,357
21450,357
1722,356
3994,355
16668,355
12437,355
3558,354
21497,354
11954,354
4209,354
26,353
6040,352
12183,352
16330,352
19660,352
17719,351
14768,351
22401,351
4222,351
7781,351
2991,351
6337,350
17045,350
6308,350
4265,349
8333,349
10106,348
3395,348
10062,347
7793,347
16436,346
21922,346
18972,346
3403,345
10198,345
7075,345
1084,345
6886,345
2104,345
5019,345
10933,345
412,344
14382,344
16994,344
3899,344
15784,344
5942,343
12332,343
15111,343
410,343
3711,343
20621,342
11946,342
8852,342
3826,342
5695,342
3731,341
5066,341
6395,341
6686,340
18869,340
17328,339
14356,339
15314,339
12698,339
13487,338
18977,338
14799,338
21771,338
14660,338
4379,338
17988,337
13505,337
21987,337
3526,337
4676,337
16328,337
14350,337
7289,337
7871,336
14164,336
10039,336
18410,336
18893,336
4516,336
16119,335
22219,335
11816,335
7556,335
9850,335
4284,334
13361,334
304,334
3816,334
721,334
1334,333
19881,333
17308,333
14469,333
514,333
5586,333
6128,333
21787,332
20128,332
14917,332
9420,332
559,332
4453,332
19978,331
20969,331
14334,331
15698,331
13400,331
15368,331
16689,331
7361,331
12169,331
21236,330
11128,330
4109,330
4995,330
5354,330
2202,330
16950,330
17130,330
6781,329
20592,329
10018,329
5663,329
11977,329
16506,328
10953,328
9652,327
7471,327
18002,327
2233,327
19705,327
16086,326
11200,326
21659,325
20163,325
14624,325
12946,325
11970,325
9434,324
16490,323
4804,323
833,323
9095,323
19701,323
11016,323
350,323
19091,322
4419,322
4439,322
10692,322
343,321
16685,321
13735,321
1275,321
14383,320
7812,320
16375,320
21012,320
14045,320
6316,320
8846,319
17216,319
14322,319
5318,319
14485,319
2409,319
11274,319
10860,319
5952,319
3199,318
730,318
8751,318
6633,318
12361,318
8965,317
4729,317
8387,317
5082,317
21646,317
4470,316
10657,314
827,314
1169,314
811,314
19618,314
3009,313
8630,313
3390,313
19990,313
13940,313
2209,313
9310,313
17228,313
6358,313
622,313
2208,313
11411,313
22177,312
4996,312
10497,312
293,311
6164,311
2464,311
7912,311
21213,311
10072,310
17423,310
11427,310
11266,310
19955,309
8038,309
16153,309
21610,309
682,309
14271,309
16131,309
21351,309
5516,309
8926,309
7480,309
9602,308
19957,308
8619,308
11771,307
14998,307
3046,307
11890,307
12226,307
930,307
16488,307
7600,307
2955,307
6113,306
3043,306
18288,306
19205,306
11877,306
2940,305
2080,305
17897,305
6147,305
403,305
3932,305
13021,305
7703,305
2833,305
6933,304
16368,304
12403,304
17544,304
14147,304
1480,303
10577,303
8001,303
9339,303
20801,303
22035,303
6357,303
12738,303
13984,303
21703,302
12629,302
7924,301
481,301
3374,301
17145,301
17296,301
17578,300
81,300
13323,300
10770,300
18797,299
14875,299
365,299
14426,299
1101,299
8301,299
16087,298
17922,298
11145,298
5356,298
12495,298
2355,297
11143,297
5282,297
13552,297
9755,297
18642,297
4747,296
660,296
18976,296
11849,295
16554,295
12972,295
4809,295
18828,294
13423,294
22025,294
17051,294
7219,294
14643,294
8502,294
3934,294
12873,293
1515,293
899,293
22084,293
19575,293
347,292
9541,292
17389,292
18888,292
17686,292
20347,292
6892,291
8396,291
3813,291
9024,291
11134,291
6046,291
9871,290
3518,290
21855,290
15511,290
16534,289
8293,289
12145,289
9001,289
10214,289
19129,289
1891,288
17891,288
19667,288
10182,287
6393,287
18982,287
13982,287
21133,287
7911,286
11698,286
15301,286
22132,286
13485,286
10794,286
4963,286
20776,286
5241,285
5258,285
6622,285
9261,285
10526,285
14604,285
1882,284
6621,284
8523,284
13353,284
7493,283
22404,283
8239,283
16615,282
22405,282
14273,282
20703,282
11803,282
7347,282
9531,282
11158,282
14178,281
3650,281
9928,281
20334,281
8160,281
1198,281
2776,281
21599,281
5634,280
21096,280
20031,280
11074,279
22423,279
4930,279
13415,279
7655,279
4096,278
5147,278
6244,278
11178,278
1036,278
1936,277
10166,277
9097,277
20295,277
16336,277
2813,277
21955,277
4600,277
13807,277
14110,276
741,276
22329,276
21733,276
6931,275
9210,275
10234,275
10174,275
21208,275
21438,274
11223,274
12988,274
12337,274
216,274
12631,273
13432,273
9731,273
8533,273
1244,272
9572,272
16095,272
21533,272
20770,272
18375,272
15276,272
997,271
14155,271
18589,271
15018,271
15562,271
16716,270
2404,270
11785,270
21385,270
1,270
5981,270
3246,269
4369,269
17478,269
15552,268
10948,268
21226,268
8715,268
8857,268
20095,268
18627,268
16417,268
1390,268
11067,268
4288,267
14963,267
3672,267
12324,267
15849,267
11030,267
20463,266
14488,266
13530,266
9550,266
11895,265
12852,265
22012,265
16035,265
222,264
18827,264
3828,264
17924,264
6807,264
13897,264
13626,264
15476,264
14148,264
1127,263
9557,263
19177,263
20439,263
2252,263
5658,262
21328,262
4633,262
12424,262
12527,262
2802,262
13272,262
19545,262
18024,262
15122,262
20876,262
20848,262
10014,261
17217,261
2119,261
4343,261
9839,261
5335,261
4431,261
8483,260
21940,260
5918,259
7111,259
5051,259
11422,259
9356,259
1750,259
9727,259
32,258
11185,258
5931,258
11969,258
16835,258
3027,258
7816,257
157,257
13216,257
21510,257
3814,257
1703,257
12625,257
6661,257
20047,256
1940,256
21800,256
4630,256
1136,256
729,256
13228,256
17523,255
4227,255
4152,255
3898,255
1225,255
19890,255
4732,254
4084,254
4677,254
1741,254
13178,254
9348,253
20823,253
18721,253
16053,253
14850,253
2297,252
21105,252
5443,252
8149,252
7799,252
5764,252
16816,252
20785,251
22179,251
7311,251
13341,251
6466,251
2509,250
1360,250
21423,250
7066,250
12213,250
4897,250
7383,250
1985,250
12095,249
2964,249
8978,249
18821,249
5501,249
17248,248
20442,248
10002,248
12001,248
8755,248
4503,248
6653,248
21718,248
4028,247
11913,247
14597,247
16892,247
17542,247
128,247
4131,246
600,246
19810,246
12701,246
20838,246
8324,246
6427,246
16560,246
19483,245
17439,245
11769,245
16594,245
19653,244
6994,244
15037,244
19474,244
3880,244
8091,244
16133,244
4476,244
20178,244
6646,243
11041,243
17771,243
2484,243
18661,242
15008,242
15523,242
19268,242
6936,242
3429,242
4328,242
5748,242
9110,241
9512,241
17105,241
14900,241
16177,241
12305,241
15328,241
11103,240
7470,240
21538,240
18006,240
8249,240
21349,240
3487,240
14531,239
8675,239
12761,239
10416,239
14076,238
12483,238
22190,238
16809,238
6474,237
768,237
14467,237
9172,237
1156,237
17939,236
18858,236
17792,236
4233,236
21995,236
13452,235
16951,235
13525,235
13428,235
16999,235
4562,235
10581,235
8452,234
21251,234
4534,234
2671,234
6600,234
6844,234
6348,234
7096,233
6213,233
7216,233
254,233
20911,233
2914,233
2195,233
9606,233
1946,233
10604,233
10287,232
21946,232
8920,232
19380,232
10292,232
4195,232
12190,232
18580,232
5289,232
17325,231
4808,231
8558,231
11885,231
2162,230
8126,230
19758,230
3683,230
4943,230
3530,230
1004,230
15052,230
2882,229
9218,229
18532,229
11650,229
6544,229
22278,229
19493,229
8006,229
9936,228
22187,228
142,228
8677,228
672,228
5339,227
14782,227
6961,227
1071,227
10269,227
21055,227
21225,227
9039,227
15181,227
16910,227
4795,227
5208,226
3398,226
6399,226
20577,226
16779,226
5248,226
2902,226
12157,226
4609,226
10334,226
10027,226
9045,225
7553,225
1454,225
1719,225
6949,225
9848,225
4219,225
13257,225
2235,224
19752,224
1246,224
675,224
6714,224
1296,224
17583,224
21068,224
16370,224
15748,224
16832,224
2414,223
7642,223
20338,223
3905,223
12984,223
20663,223
17512,223
17670,223
18052,223
22414,223
16445,223
16437,222
1024,222
9209,222
15944,222
6404,222
11534,222
133,222
18634,222
11063,222
9745,221
8819,221
6383,221
15926,221
20139,221
20084,221
8988,221
1408,221
5123,221
16499,220
15799,220
17198,220
10095,220
21344,220
12036,220
2134,220
2580,220
8394,220
20049,220
20281,220
8471,220
18066,220
19101,220
3382,219
17646,219
8237,219
10060,219
8251,219
3963,219
14248,219
20862,219
20837,219
14307,219
20446,219
14063,219
15430,218
377,218
20045,218
22261,218
18656,218
20940,218
2771,218
11579,218
1650,217
2864,217
15950,217
19626,217
22378,217
1146,217
13608,217
20452,216
608,216
12871,216
7170,216
2389,216
3867,216
12425,216
3775,216
12252,216
1594,215
7368,215
2334,215
3063,215
11976,215
864,215
3021,215
21206,215
21897,215
1149,214
18648,214
382,214
655,214
12056,214
17979,213
21519,213
16966,213
2740,213
2852,213
2238,213
74,213
18872,213
10594,213
21923,212
9849,212
15553,212
16299,212
6001,212
19669,212
14521,211
8042,211
18118,211
22386,211
10065,211
14027,211
10809,211
10834,211
12247,211
18188,211
6927,211
21666,211
16511,210
21799,210
8260,210
17110,210
2832,210
13975,210
12937,210
17532,210
15188,210
17416,210
11499,210
6181,210
1063,210
17191,210
2135,210
1351,210
18168,210
6536,210
15871,209
7791,209
9151,209
7879,209
11541,209
9071,209
18196,208
12658,208
15568,208
12714,208
12643,208
4634,208
2167,208
9053,208
14825,207
10258,207
3262,207
11268,207
19489,207
2628,207
14089,207
21335,207
1512,207
7048,207
13173,207
10509,207
10945,207
10831,207
3999,207
9988,207
17983,207
3768,207
11213,207
2597,207
9786,206
19003,206
16868,206
9590,206
21339,206
270,205
9156,205
15824,205
16433,205
3432,204
2429,204
8199,204
4966,204
230,204
17518,204
11036,204
277,203
22,203
1483,203
14052,203
11562,203
21224,203
20706,203
3993,203
13634,203
6230,202
21232,202
19437,202
1319,202
13755,202
702,202
3915,202
17485,202
9710,202
11494,202
1189,202
2306,202
11543,202
2471,202
18971,202
3221,202
3852,202
16818,201
18425,201
10511,201
21050,201
5073,201
12480,201
368,201
7308,201
1357,201
9106,201
3385,201
14865,201
18703,201
6956,200
325,200
402,200
3364,200
2315,200
17811,200
9173,200
22001,200
684,200
15131,200
1796,200
15240,199
3791,199
3513,199
18931,199
1327,199
7250,199
19867,199
15437,198
13385,198
22444,198
8257,198
17764,198
22040,198
21338,198
7800,197
22229,197
15403,197
22029,197
2232,197
9366,197
21122,197
21812,197
13918,197
1907,197
18725,197
739,197
10622,196
14492,196
22381,196
10238,196
14205,196
15648,196
14245,196
6874,196
8188,196
12534,196
4543,196
2655,196
15700,196
5835,196
15586,196
4191,195
12472,195
16975,195
18086,195
21556,195
3253,195
9371,195
10231,195
6952,195
21813,195
13888,195
3100,195
10923,194
6486,194
6829,194
8392,194
6154,194
2434,194
22305,194
1585,194
8807,194
15289,194
15186,194
6634,194
10393,194
8456,193
21443,193
6197,193
19700,193
17292,193
21035,193
12007,193
9352,193
16023,193
13976,192
5910,192
16769,192
7564,192
13825,192
18498,192
1111,192
15814,192
14043,191
22042,191
19289,191
18537,191
7380,191
10673,191
8709,191
16965,191
11410,191
3722,191
17779,191
2531,190
4910,190
10126,190
7969,190
2151,190
8613,190
3966,190
9430,190
7076,189
4053,189
